event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV1587,2018-03-14,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Armenia,,"La Puerta",13.7424,-89.5261,1,"Diario 1",National,"On 14 March 2018, in La Puerta, Sonsonate, alleged gang members entered a house at night and killed with gunshots a man and his three sons in caserio Tecolocoyo. The reason is unknown. 4 fatalities.",4,,1607554482,,,,
SLV1586,2018-03-14,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Santa Ana",13.9942,-89.5597,1,"Diario 1",National,"On 14 March 2018, in Santa Ana, Santa Ana, a gang member attacked with gunshots a police officer who was in his car in San Ernesto colony. The officer reacted and the clash resulted in the killing of the gang member injuring of the police officer. 1 fatality.",1,,1607554482,,,,
SLV1584,2018-03-14,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario 1",National,"On 14 March 2018, in San Salvador, San Salvador, two men driving a motorcycle shot at a man who was working (drive-by). The reason is unknown. 1 fatality.",1,,1607554483,,,,
SLV1583,2018-03-14,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Farmers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Tepecoyo,,Tepecoyo,13.7003,-89.4678,1,"La Prensa Grafica",National,"On 14 March 2018, in Tepecoyo, La Libertad, three brothers were killed by a group of armed men. The victims were peasants that were planting coffee. It is believed that a neighbouring gang is responsible for the killing.",3,,1607554533,,,,
SLV1585,2018-03-14,2018,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Vicente",Apastepeque,,Apastepeque,13.6667,-88.7833,1,"La Prensa Grafica",National,"Around 14 March 2018 (midweek), In Apastepeque, San Vicente, thee relatives were kidnapped by a several criminals from a terrain were they were working on 12 March. Their bodies were found three days later. No arrests have been reported.",3,,1607554535,,,,
SLV2834,2018-03-14,2018,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Miguel","San Miguel",,"El Volcan",13.4833,-88.2475,2,"Attorney General's Office of El Salvador",Other,"On 14 March 2018, near El Volcan canton, San Miguel, San Miguel, at least two MS-13 members shot and killed a woman in the street in El Aceituno caserio. According to the report, the gang members tried to abduct the woman, but as she resisted, she was killed. In 2021, one of the attackers was sentenced to jail for this crime. 1 fatality.",1,,1630963282,,,,
SLV1339,2018-03-15,2018,1,"Political violence","Violence against civilians",Attack,"B-18: Barrio-18",,3,"Civilians (El Salvador)","Farmers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","El Paisnal",,"El Paisnal",13.9736,-89.2186,1,"Diario 1",National,"On 15 March 2018, in El Paisnal, San Salvador, two ranchers, father and son, were killed by members of the gang B-18 who waited for them in the cow pen and killed them for not paying the extortion fee. 2 fatalities.",2,,1607554482,,,,
SLV1589,2018-03-15,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Usulutan,"Santa Elena",,"Santa Elena",13.3816,-88.4115,2,"Diario 1",National,"On 15 March 2018, in Santa Elena municipality, Usulutan, two gang members intercepted a 17-year old boy in canton Las Cruces and killed him. The reason is unknown. 1 fatality.",1,,1607554482,,,,
SLV1588,2018-03-15,2018,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2009-2019)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador","La Union","La Union",,"La Union",13.3369,-87.8439,2,"Diario Co Latino",National,"Around 15 March 2018 (from 12- 15 March), in La Union municipality, the police conducted an operative in the municipalities of Santa Rosa de Lima, Anamoros and Lislique to dismantle a criminal structure, 47 people, allegedly affiliated with gangs were arrested. No fatalities reported",0,,1607554483,,,,
SLV4248,2018-03-15,2018,3,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,"San Francisco Gotera",,"San Francisco Gotera",13.6901,-88.1002,1,"El Salvador.com",National,"Around 15 March 2018 (as reported), in San Francisco Gotera, Morazan, two MS-13 gang member killed a man whom they suspected of extorting bus drivers in the name of the gang. The two were later arrested and sentenced. 1 fatality.",1,,1729545343,,,,
SLV1590,2018-03-16,2018,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2009-2019)",,1,"MS-13: Mara Salvatrucha",,3,13,,222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"Diario Co Latino",National,"On 16 March 2018, in Santa Tecla, La Libertad, the police forces conducted an opertion to dismantle a financial structure of the Mara Salvatrucha. 29 people were arrested, among them were 7 members of the gang Mara Salvatrucha. No fatalities reported.",0,,1607554483,,,,
SLV1591,2018-03-16,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","La Paz","San Luis Talpa",,"San Luis Talpa",13.4739,-89.0892,1,"FGR (El Salvador)",Other,"On 16 March 2018, in San Luis Talpa, La Paz, a man presumably member of the gang Mara Salvatrucha was killed. There is no information about the perpetrator. 1 fatality.",1,,1607554521,,,,
SLV1592,2018-03-16,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"La Prensa Grafica",National,"On 16 March 2018, in San Miguel, an armed clash between members of a criminal gang and the police resulted in a man's death. The prosecutor is investigating the case, and it is not clear what happened. According to the source, four men clashed with the police; three of the men escaped and the fourth man was killed.",1,,1607554533,,,,
SLV1593,2018-03-16,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Acajutla,,Acajutla,13.5928,-89.8275,1,"La Prensa Grafica",National,"On 16 March 2018, in Acajutla, Sonsonate, unidentified armed men killed a woman. The police presume that the perpetrators are members of a criminal gang of the area.",1,,1607554534,,,,
SLV1594,2018-03-16,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Sonsonate,Nahuizalco,,Nahuizalco,13.7775,-89.7367,1,"La Prensa Grafica",National,"On 16 March 2018, in Nahuizalco, Sonsonate, an armed clash between members of rival criminal gangs resulted in the killing of a man. No other details were provided by the source.",1,,1607554534,,,,
SLV1597,2018-03-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Mejicanos,,Mejicanos,13.7332,-89.2171,1,"Diario 1",National,"On 17 March 2018, in Mejicanos, San Salvador, a group of gang members killed with gunshots a man who was working in an auto shop. The reason is unknown. 1 fatality.",1,,1607554481,,,,
SLV1595,2018-03-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Former Unidentified Gang (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Paz","San Francisco Chinameca",,"San Francisco Chinameca",13.6056,-89.0964,1,"La Prensa Grafica",National,"On 17 March 2018, in San Francisco Chinameca, La Paz, unidentified armed men killed a 19 year old who was an ex-member of a criminal gang.",1,,1607554532,,,,
SLV1598,2018-03-17,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","Santa Ana",Chalchuapa,,Chalchuapa,13.9867,-89.6811,1,"La Prensa Grafica",National,"On 27 March 2018, in Chalchuapa town, Santa Ana, members of a criminal gang killed two brothers. The two brothers had previously been threatened because they refused to join the gang.",2,,1607554533,,,,
SLV1596,2018-03-17,2018,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2009-2019)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador","La Union","La Union",,"La Union",13.3369,-87.8439,2,"La Prensa Grafica",National,"On 17 March 2018, In La Union, the police forces of El Salvador deployed an operation and arrested 40 members of criminal groups. Some of the arrested people are accused of homicide, robbery and extortion. The police said they solved 11 homicides with these arrests. During the operation the police confiscated a pistol, a bulletproof vest, cell phones and tablets. The operation took place in the municipalities of Santa Rosa de Lima, Anamoros, Poloros and Lislique.",0,,1607554534,,,,
SLV1599,2018-03-18,2018,2,"Political violence",Battles,"Armed clash","B-18 (S): Barrio-18 (Surenos)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"Around 18 March 2018 (as reported), in San Salvador, two gangsters of the Mara Salvatrucha were killed allegedly by members of the gang B-18 Surenos. Police intercepted four memebers of the gang B-18 Surenos who were abandoning the bodies. 2 fatalities.",2,,1607554483,,,,
SLV1600,2018-03-18,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Cuisnahuat,,Cuisnahuat,13.6367,-89.6036,1,"La Prensa Grafica",National,"On 18 March 2018, 18 2018, In Cuisnahuat town, Sonsonate, seven unidentified armed men broke into the house of two brothers, took them out, tied them and shot them dead. Both of the victims had been convicted in the past for different crimes.",2,,1607554533,,,,
SLV4075,2018-03-18,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Miguel","San Rafael Oriente",,"San Rafael Oriente",13.3833,-88.3500,1,"Attorney General's Office of El Salvador",Other,"On 18 March 2018, in San Rafael Oriente, San Miguel, at least two gang members killed a man using a bladed weapon for no apparent reason. The body was left in a pit and found days later by authorities. The motivation for the attack is unknown. No more detail is provided by the source. 1 fatality.",1,,1693853091,,,,
SLV1602,2018-03-19,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Ilopango,,"Dolores Apulo",13.7067,-89.0761,1,"Diario 1",National,"On 19 March 2018, in Dolores Apulo, San Salvador, a group of gang members attacked with gunshots a man and a woman, as a result both were killed. The reason is unknown. 2 fatalities.",2,,1607554482,,,,
SLV1601,2018-03-19,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Ahuachapan,Jujutla,,Jujutla,13.7869,-89.8572,1,"La Prensa Grafica",National,"On 19 March 2018, in Jujutla, Ahuachapan, unidentified armed men stopped a bus, took out a woman and her boyfriend and killed them. According to an unconfirmed information by a police agent, the man was part of a criminal gang. The area where the homicide occurred is controlled by criminal gangs.",2,,1607554533,,,,
SLV1604,2018-03-20,2018,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Women (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Usulutan,Usulutan,,Usulutan,13.3500,-88.4500,2,"La Prensa Grafica",National,"Around 20 March 2018 (midweek), In Usulutan department, a woman was killed. Her body was found in a sugar cane plantation on 24 March and have been place there between three and ten days. The victim was tied with lycra and plastic material, and had several knife injuries.",1,,1607554534,,,,
SLV1603,2018-03-20,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Government of El Salvador (2009-2019)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Miguel","Nueva Guadalupe",,"Nueva Guadalupe",13.5333,-88.3500,1,"FGR (El Salvador)",Other,"On 20 March 2018, in canton Nueva Guadalupe, San Miguel, an elected councilor was killed with several gunshots in caserio La Cuestona. 1 fatality.",1,"local administrators",1687837305,,,,
SLV1606,2018-03-21,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Salvador","San Martin",,"San Martin",13.7386,-89.0549,1,"La Prensa Grafica",National,"On 21 March 2018, in San Martin, San Salvador, two members of a criminal gang were killed by unidentified armed men. Police believe the assassination was motivated by an internal purge inside the gang.",2,,1607554533,,,,
SLV1605,2018-03-21,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)","Students (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Panchimalco,,Panchimalco,13.6128,-89.1800,1,"La Prensa Grafica",National,"On 21 March 2018, in Panchimalco, San Salvador, a 15 year old student was killed by several armed men when he went with some friend to pick up coconuts. The area is dominated by a criminal gang, which is suspected of the crime.",1,,1607554534,,,,
SLV1607,2018-03-21,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Vicente","San Vicente",,"San Vicente",13.6409,-88.7834,1,"La Prensa Grafica",National,"On 21 March 2018, in San Vicente town, inhabitants of 11 communities protested in front of the National Administration of Aqueducts and Sewers' (ANDA) building and blocked the entrance of employees in order to protest because the ANDA is not delivering the water. The protesters also argue that ANDA has not complied with the previously signed agreements. The protesters and ANDA reached a new agreement.",0,,1715042109,,,,
SLV1608,2018-03-22,2018,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"B-18: Barrio-18",,3,33,,222,"Central America","El Salvador",Chalatenango,"Dulce Nombre de Maria",,"Dulce Nombre de Maria",14.1566,-89.0119,2,"Diario 1",National,"Around 22 March 2018 (as reported), in Dulce Nombre de Maria municipality, Ahuachapan, a member of the gang B-18 was killed and his body was found half-buried in canton Ocotal. The police believes he was abducted and taken to Ocotal where he was killed with a knife, his hands and feet were tied and his face was covered with a t-shirt. There is no information about the perpetrators. 1 fatality.",1,,1607554482,,,,
SLV1340,2018-03-22,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"Diario 1",National,"On 22 March 2018, in Soyapango, San Salvador, alleged gang members driving a car shot at a couple in colonia El Matazano (drive-by). The two people were killed. The reason is unknown. 2 fatalities.",2,,1607554482,,,,
SLV1609,2018-03-22,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Miguel","San Miguel",,"El Nino",13.4275,-88.2006,1,"FGR (El Salvador)",Other,"On 22 March 2018, in El Nino, San Miguel, two members of the gang Mara Salvatrucha were killed in an armed clash with the police forces. 2 fatalities.",2,,1607554521,,,,
SLV1610,2018-03-22,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Vicente","Santa Clara",,"Santa Clara",13.7000,-88.7333,1,"La Prensa Grafica",National,"On 22 March 2018, in Santa Clara, San Vicente, a member of a criminal gang was killed during an armed clash with police. A 9mm pistol was confiscated.",1,,1607554534,,,,
SLV1611,2018-03-22,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Usulutan,Ozatlan,,Ozatlan,13.3838,-88.5046,2,"FGR (El Salvador)",Other,"On 22 March 2018, near Ozatlan, Usultan, a member of the gang Mara Salvatrucha was killed in an armed clash with the police forces in canton Jocote Dulce. 1 fatality.",1,,1715042109,,,,
SLV1612,2018-03-23,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","CIRAC: Intergremial Coordinator Rafael Aguinada Carranza",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 23 March 2018, in San Salvador, various social organizations congregated in the CIRAC offices to express their solidarity towards the Venezuelan people and reject declarations made by the US Government.",0,"crowd size=no report",1607554483,,,,
SLV1613,2018-03-24,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Ahuachapan,Ahuachapan,,Ahuachapan,13.9214,-89.8450,1,"Diario 1",National,"On 24 March 2018, in Ahuachapan, Ahuachapan, two men driving a motorcycle passed by the entrance of the Francisco Menendez Hospital and began shooting (drive-by). One man resulted killed and another was injured. 1 fatality.",1,,1607554481,,,,
SLV1341,2018-03-25,2018,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Catholic Christian Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Ahuachapan,Turin,,Turin,13.9664,-89.7661,1,"Diario 1",National,"On 25 March 2018, in Turin, Ahuachapan, alleged members of the MS-13 riding a motorcycle passed by the catholic church and shot at man who had just participated in a religious ceremony (drive-by). Three people resulted injured. The reason is unknown. No fatalities reported.",0,,1607554482,,,,
SLV1614,2018-03-27,2018,1,"Political violence","Violence against civilians",Attack,"B-18: Barrio-18",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Mejicanos,,Mejicanos,13.7332,-89.2171,1,"La Prensa Grafica",National,"On 27 March 2018, in Mejicanos (San Salvador), two members of 18th Street Gang killed a 15 year old boy. The killing is believed to have occurred because the victim moved to the neighbourhood from another where a rival gang dominates.",1,,1607554534,,,,
SLV1615,2018-03-27,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"La Prensa Grafica",National,"On 27 March 2018, in Soyapango, San Salvador, a member of a criminal gang was killed by unidentified armed men. The victim had at least 40 bullet wounds in his head.",1,,1607554535,,,,
SLV1616,2018-03-28,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Cabanas,Ilobasco,,"Cerro Colorado",13.7832,-88.8835,1,"FGR (El Salvador)",Other,"On 28 March 2018, in Cerro Colorado, Cabanas, a member of the gang Mara Salvatrucha was killed in an armed clash with the police forces and a gun AK 47 was seized. 1 fatality.",1,,1607554521,,,,
SLV1618,2018-03-28,2018,2,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"FGR (El Salvador)",Other,"Around 28 March 2018 (as reported), in San Salvador city, gang members killed two people. They were spotted by the police while preparing to throw away the corpses into the river Acelhuate. 2 fatalities.",2,,1607554521,,,,
SLV1617,2018-03-28,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"La Prensa Grafica",National,"On 28 March 2018, in Apopa, San Salvador, unidentified armed men clashed with police agents. No victims nor arrests were reported.",0,,1607554533,,,,
SLV1619,2018-03-28,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Sonsonate,Izalco,,Izalco,13.7447,-89.6731,1,"La Prensa Grafica",National,"On 28 March 2018, in Izalco, Sonsonate, an armed clash between police forces of El Salvador and members of a criminal gang resulted in two gang members being killed and three arrested. One of the arrested gang members is the leader of the local criminal gang that operates in Izalco.",2,,1607554534,,,,
SLV1622,2018-03-29,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Salvador",Delgado,,Delgado,13.7242,-89.1703,1,"La Prensa Grafica",National,"On 29 March 2018, in Ciudad Delgado, San Salvador, unidentified armed men killed a man linked to a criminal gang.",1,,1607554534,,,,
SLV1621,2018-03-29,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Catholic Christian Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Miguel",Lolotique,,Lolotique,13.5500,-88.3500,1,"La Prensa Grafica",National,"On 29 March 2018. In Lolotique, San Miguel, three unidentified armed men killed a Catholic priest. The perpetrators, who had assault rifles and pistols, stopped the victim when he was driving a car accompanied by three other people, took him away and killed him.",1,,1607554534,,,,
SLV1620,2018-03-29,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Colon,,Colon,13.7080,-89.3484,1,"La Prensa Grafica",National,"On 29 March 2018, in Colon, La Libertad, a man was kidnapped and killed by unidentified armed men linked to criminal gangs.",1,,1607554535,,,,
SLV1623,2018-03-30,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Sonsonate,Armenia,,"El Guayabo",13.7827,-89.5361,1,"La Prensa Grafica",National,"On 30 March 2018, in Armenia, Sonsonate, a man with links to a criminal gang was killed by unidentified gunmen. The hypothesis is that the killing is related to a fight between gangs.",1,,1670985061,,,,
SLV1625,2018-03-31,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Union","Santa Rosa de Lima",,"El Algodon",13.6197,-87.8506,1,"Diario 1",National,"On 31 March 2018, in El Algodon, La Union, the police forces clashed with members from MS-13: Mara Salvatrucha. As a result, one MS-13 member died and an AK-47 rifle and a 9mm gun were seized. 1 fatality.",1,,1607554482,,,,
SLV1624,2018-03-31,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","La Libertad",Colon,,Colon,13.7080,-89.3484,1,"La Prensa Grafica",National,"On 31 March 2018, in Colon, La Libertad, two women were killed by unidentified armed men. The police said the women were related to criminal gangs.",2,,1607554535,,,,
SLV1627,2018-04-01,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Libertad",Tepecoyo,,Tepecoyo,13.7003,-89.4678,1,"FGR (El Salvador)",Other,"On 1 April 2018, in Tepecoyo, La Libertad, a member of a gang was killed in an armed clash after he confronted the police forces. 1 fatality.",1,,1607554521,,,,
SLV1626,2018-04-01,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Ahuachapan,Tacuba,,Tacuba,13.9011,-89.9297,1,"FGR (El Salvador)",Other,"On 1 April 2018, in Tacuba jurisdiction, Ahuachapan, two men (brothers) killed three people, the reason is unknown. 3 fatalities.",3,,1607554521,,,,
SLV1628,2018-04-01,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Salvador",Cuscatancingo,,Cuscatancingo,13.7361,-89.1814,1,"La Prensa Grafica",National,"On 1 April 2018, In Cuscatancingo, San Salvador, a member of a criminal gang was killed by unidentified armed men. The police said the killing may be related to fights between gangs.",1,,1607554533,,,,
SLV1629,2018-04-01,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Sonsonate,Nahuizalco,,Nahuizalco,13.7775,-89.7367,1,"Local Source",International,"On 1 April 2018, a group of unidentified armed actors operating in Izalco municipality clashed with STO in Nahuizalco (Nahuizalco, Sonsonate). As a result, a 20-year-old gang member was killed.",1,,1607554540,,,,
SLV1630,2018-04-01,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Usulutan,"Santa Maria",,"Santa Maria",13.3476,-88.4164,2,"La Prensa Grafica",National,"On 1 April 2018, the police forces of El Salvador clashed with MS-13: Mara Salvatrucha members in Colonia San Carlos, Santa Maria (Santa Maria, Usulutan). The clash happened when police went to the area to investigate gang members' presence after receiving a call about gang activity in the area. 1 gang member died.",1,,1615249507,,,,
SLV1632,2018-04-02,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","Santa Ana",Coatepeque,,"El Zacatal",13.8833,-89.4833,1,"La Prensa Grafica",National,"On 2 April 2018, 3 teenagers and an adult, alleged members of a gang, were killed by unidentified armed actors in El Zacatal (Coatepeque, Santa Ana). The police forces believe they were killed by members of the same gang.",4,,1607554532,,,,
SLV1631,2018-04-02,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador",Ilopango,,Ilopango,13.7017,-89.1094,1,"La Prensa Grafica",National,"On 2 April 2018, inhabitants from Colonia Altavista, Ilopango, saged a protest, blocking Este-Oeste highway in Ilopango (Ilopango, San Salvador), against the lack of potable water for almost 2 months, demanding ANDA (National Administration for Water Supply and Sewerage) to restore the service.",0,,1607554533,,,,
SLV1633,2018-04-05,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Miguel","El Transito",,"El Transito",13.3549,-88.3472,1,"La Prensa Grafica",National,"On 5 April 2018, UTEP and STO police forces clashed with unidentified armed gang members in El Coyol, El Transito (Bolivar, La Union). As a result, 1 gang member died and a 16-year-old girl was injured.",1,,1607554533,,,,
SLV1634,2018-04-05,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Former Military Forces of El Salvador (2009-2019)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Marcos",,"San Marcos",13.6589,-89.1831,1,"Diario 1",National,"On 5 April 2018, a former soldier from the military forces of El Salvador was shot dead by unidentified armed actors as he was walking back from visiting his mother in Las Canas, San Marcos (San Antonio del Mosco, San Miguel).",1,,1631029080,,,,
